image_id,true,pred,prob_akiec,prob_bcc,prob_bkl,prob_df,prob_mel,prob_nv,prob_vasc
ISIC_0029576,2,5,0.013264392140574491,0.008062286960781583,0.00819504718580284,0.010700441095171521,0.46826818043975504,0.5044416673937109,0.011556476529748455
ISIC_0031967,2,2,0.04291885006936039,0.08902613732288592,0.7547398798400847,0.012599158835607992,0.024365265140236125,0.08549866276810339,0.013234559948123921
ISIC_0031584,2,2,0.02128467326784916,0.01041399143049154,0.7491022903858781,0.003415360426184597,0.011526525588542731,0.254555033554029,0.00461944014177208
ISIC_0025140,2,5,0.045102926198572965,0.0011580066168473376,0.3575026006265415,0.0005378392468658041,0.03937484978433091,0.6830515788764888,0.0011375796866939373
ISIC_0025554,2,4,0.008872546381174427,0.01162347708378483,0.23660667949159575,0.013983046746052209,0.5570069355110762,0.06170109070517205,0.034006416657432786
ISIC_0029289,2,5,0.0003962273034649859,0.00012578864898906452,0.007420112956746916,0.015273938711097347,0.001324195772021686,1.2189602029315265,0.0020490942693077684
ISIC_0029912,2,5,0.02759909248369238,0.011855816778062248,0.45082983689224004,0.007864344800697394,0.017732176797311976,0.5873525552366622,0.013380196270166364
ISIC_0033539,2,2,0.01213266195800132,0.0041467811201635835,0.5861783772597674,0.0015506554101385455,0.007864094461766795,0.4849946146901705,0.004025854584260698
ISIC_0032283,2,2,0.04743632920442438,0.003096841868730118,0.9210367787393807,0.011272122033105195,0.005359150507274924,0.006393757258954999,0.008838081342241887
ISIC_0030005,2,2,0.02445829115541872,0.0029271300771106577,0.9209216385905372,0.0011353001572613547,0.015929197819997225,0.04460991385062358,0.002699597337745153
ISIC_0030189,2,2,0.028702407561253744,0.004308430644675048,0.9137051649916712,0.0036562085069889194,0.027129455348677476,0.027468824866065344,0.0019987649171663365
ISIC_0026532,2,2,0.021107279660740604,0.0026712146909715017,0.9146729809052626,0.0010052807482840748,0.020410026548610537,0.05099758479040889,0.002795724644862779
ISIC_0024832,2,2,0.025966959366843585,0.22868809304197912,0.5209248820107155,0.011823704928212744,0.1665610054506711,0.034012841298569206,0.01305551961969272
ISIC_0026958,2,4,0.026558375150240347,0.018024537419379726,0.16024765780619027,0.009055909455380604,0.6384197379893491,0.032371699691306904,0.01749706160687672
ISIC_0030768,2,2,0.025989019862152445,0.003941465902926373,0.9511296899486585,0.005840804300734559,0.005411671198747283,0.009137234833768645,0.0060768231443176736
ISIC_0029837,2,5,0.009288702351532938,0.006028656185134107,0.3700192867756638,0.01715220074333228,0.0038840863231501483,0.7401967481694488,0.005306108623988975
ISIC_0031624,2,2,0.013862711707431521,0.01039150382399054,0.6745419042359585,0.008453654023432185,0.017769190616330383,0.3189686958281496,0.022710132421356957
ISIC_0025510,2,5,0.0052210424898020465,0.002793367098672576,0.2510285856467974,0.022462983278994177,0.002424480507406142,0.8933334480978722,0.0049975313984874335
ISIC_0030607,2,2,0.025208833462295716,0.03052289621869048,0.8935393108538766,0.0095807696374394,0.011451244861805394,0.03425994713904766,0.008881460720654311
ISIC_0029060,2,2,0.01934517703417043,0.0032457540496643464,0.9178820230128262,0.0012039936493034792,0.009538003699487187,0.0644592942233411,0.0028152523781047
ISIC_0029308,2,2,0.03091666002232981,0.005370414173852467,0.903570723099508,0.005003187856313281,0.026448937589908583,0.0335856601395259,0.003076583048796949
ISIC_0024635,2,4,0.017558423683057142,0.004180687896187258,0.025014543780969074,0.003959138797499383,0.7985888141420704,0.01743105841113778,0.0055510948629226755
ISIC_0029425,2,2,0.005541956327969989,0.002114717569219905,0.9287472523803022,0.006551926096518849,0.016490990435142877,0.04459253668961971,0.011404835866368824
ISIC_0028774,2,2,0.013963966122952077,0.003539743260605182,0.8869781901587107,0.012381095955282022,0.02569771452168571,0.052623298164303396,0.01874724391118599
ISIC_0030565,2,0,0.512745908815691,0.008328219604357581,0.26916925952924653,0.049398175108272,0.05304790589450761,0.003635704398020978,0.021670849814734477
ISIC_0027023,2,2,0.006645498816690775,0.002149754299619951,0.9296741576915573,0.007317017042700363,0.012487514743168983,0.04624897131756693,0.011768004266709172
ISIC_0029022,2,2,0.017453453272420955,0.00396594489652969,0.9391343880371172,0.001360990448237454,0.01608597100171992,0.028961558897595704,0.003878632530054365
ISIC_0025388,2,2,0.02148481605512524,0.014028432323787775,0.9146632202019069,0.011245430763166366,0.005954309515307805,0.0398603399014825,0.007754702874279975
ISIC_0028080,2,2,0.008803581931023883,0.002750792545582264,0.9161876372117915,0.011035510665714166,0.008903649792583197,0.05341008211598539,0.01677214705160724
ISIC_0026153,2,5,0.003922978382197867,0.003980452701339507,0.01674070019179388,0.0008178455450455031,0.01622804704840871,1.19316677044405,0.0022193623720768354
ISIC_0025876,2,2,0.026868544617548236,0.0038257302718403925,0.9509079050779663,0.005950808512110893,0.008762835653517329,0.0051645119494371245,0.004624942855723339
ISIC_0025063,2,2,0.006270652244725451,0.0020781400844967672,0.9483802444163846,0.008058202381963095,0.009620273021363656,0.026701245777859307,0.011997947044286389
ISIC_0032463,2,4,0.012982269243172539,0.008264174518240304,0.012097278102531629,0.01454314875875546,0.6475325132938816,0.22904556635063608,0.015809435207670447
ISIC_0025548,2,5,0.035530306659461795,0.007083229534851298,0.18787808514928744,0.016404522893168325,0.3566446873338871,0.40041801849422864,0.01616250227078425
ISIC_0032306,2,2,0.022208056120110998,0.002964163157809402,0.9265987528682088,0.0011025382790876993,0.01531799198094366,0.04131762023505918,0.0030069352353907187
ISIC_0032304,2,2,0.03813359348765659,0.014781177666554783,0.4554271884240066,0.008535429691573442,0.3933519798510764,0.029370887319991896,0.003264103247481475
ISIC_0031639,2,2,0.03185060701001152,0.003215450554214226,0.9434025869612793,0.008651659147416623,0.003999217355036701,0.008177537173208392,0.007306796520582228
ISIC_0027957,2,2,0.027797946607731747,0.005806650120247539,0.9020981221691657,0.005203470149274425,0.012551658774359953,0.05621475217200378,0.0055064978208824306
ISIC_0031212,2,2,0.016566956187648047,0.010743894839500525,0.7310343247057403,0.011588152800587365,0.005682882325228187,0.27997307833376645,0.006301972990593889
ISIC_0032382,2,2,0.04144388386919257,0.0037941393996055697,0.9302640777320212,0.009902545650663445,0.00458716970003119,0.006712451221261552,0.007969650432493298
ISIC_0027533,2,2,0.019110488717648807,0.003436528119592965,0.9467121884139081,0.0012725161694353785,0.010908238956524981,0.026141924527587006,0.003327648672167425
ISIC_0029674,2,2,0.02076368075299795,0.00453493260191531,0.734246198622302,0.010487887637262982,0.1436803337410693,0.06450813863940669,0.016419215780768878
ISIC_0028607,2,2,0.020249915397050015,0.012887175094854817,0.916795813382606,0.010481071360589235,0.006511778052458401,0.041117771227248995,0.0072106015406694386
ISIC_0024623,2,2,0.02085093083449549,0.002812546925676937,0.9233184937769022,0.0010004650394793994,0.01763893192565293,0.04452887949101877,0.002801596097377783
ISIC_0029613,2,2,0.01868778459617508,0.011686538693449735,0.9174877990495174,0.009821024475193155,0.007313776066379232,0.04358596219065516,0.007152761178292563
ISIC_0029418,2,5,0.002461361096124632,0.002529987828743106,0.009578018725358262,0.0004180589918569224,0.009731875682571384,1.2166126869563418,0.0015411233963663696
ISIC_0027455,2,5,0.018517648792026744,0.0004323697436747021,0.13397502262649594,0.00031534049295956526,0.078505521245347,0.9431026816143475,0.0006310742201131485
ISIC_0025906,2,2,0.009383743281296996,0.00644699408180591,0.6205419576946738,0.011406957949247362,0.006846548756091451,0.4089087035784922,0.022930305302064136
ISIC_0027151,2,5,0.0034765565670726965,0.005025191541055881,0.0033090622509653355,0.0005365775306676806,0.010223597148955387,1.2189105192643257,0.0017591227072962286
ISIC_0028646,2,5,0.018977267712201245,0.186660686793219,0.16969891071471324,0.008631074718983825,0.024306705892082805,0.7418712966343963,0.00987087093400963
ISIC_0026794,2,2,0.04226227050529658,0.19300900082289169,0.739485286274075,0.013494271463022775,0.007554072460399139,0.011934097522977005,0.011494696404643264
ISIC_0034318,2,2,0.026543103119966945,0.003947111729703415,0.9478245470889206,0.008878933876353861,0.0032097151528615725,0.009046308384221569,0.008355458621282844
ISIC_0032972,2,2,0.020888535930900034,0.004004603360412916,0.7869540569940686,0.007070949651297543,0.007099356795831364,0.2144755511936405,0.007090600924153156
ISIC_0032534,2,2,0.0291404724194815,0.005004914720389584,0.9474315281507174,0.004734498621214146,0.00779108099980558,0.00833927893416328,0.0041277130847667196
ISIC_0033785,2,2,0.015994246181747426,0.003737937945432577,0.9516372465231524,0.0014741737299818613,0.007665736854063641,0.02836787963835172,0.003565429656827986
ISIC_0033184,2,2,0.005573508819916987,0.00284622259491522,0.9600860390462969,0.007172900004845368,0.005489242440147062,0.02080115410381009,0.010918255515276802
ISIC_0032929,2,4,0.015244900605936315,0.00970261114803491,0.006979106247276501,0.01780994343832906,0.7784326699382917,0.03197929849805601,0.019100478927903636
ISIC_0032963,2,4,0.014687948096684878,0.0097218907480127,0.006780911155165843,0.01747135027428028,0.7789095459514015,0.03294315977674785,0.018926378936861908
ISIC_0032949,2,2,0.014022491433178175,0.007902330522543712,0.8373717651525743,0.0031634077689410094,0.11031942141324992,0.01077330363416961,0.008088791180160147
ISIC_0033322,2,2,0.01587534240227272,0.003459355514153984,0.94902071526003,0.0013477380371759856,0.012569952426291204,0.024955116184843185,0.0036904693281445094
ISIC_0033127,2,2,0.00469244823277256,0.0018918991945254334,0.9405519795713873,0.005226440814971487,0.010614884718486746,0.044877215337168104,0.008874102923413858
ISIC_0033041,2,2,0.02151755842354644,0.012159323108958325,0.37225819329630755,0.011607012770960132,0.3082658107822558,0.26635949242041035,0.013281141165452055
ISIC_0033900,2,2,0.020317183940575523,0.012584412988893196,0.9162848827378164,0.010182596657015071,0.007304804015421101,0.040469612913068165,0.0077710372556234015
ISIC_0033361,2,2,0.00625924176883816,0.002138085697663704,0.9565927917675692,0.00897035275327069,0.005528418899453161,0.01860881449788777,0.014097255420975507
ISIC_0032732,2,2,0.008116538948668388,0.005864880885433667,0.4782241546287017,0.0086108970857857,0.20174909587886128,0.3117675480880783,0.019708931952835566
ISIC_0032778,2,2,0.02018241460382978,0.00482263153411808,0.7359132906046939,0.0069067576616502774,0.03861967423543396,0.23296220219816835,0.006447400264001767
ISIC_0033466,2,2,0.008975484606981755,0.003325075345200577,0.7390237616586164,0.00967244398962438,0.012567162439933034,0.2651823774282775,0.019046705186828185
ISIC_0030276,2,2,0.02886269855889782,0.003055395615617384,0.9493790294751908,0.0066421088661766945,0.0037708986610717012,0.009318897152917524,0.006292600643477619
ISIC_0033583,2,2,0.005580494455266197,0.0020943039424994804,0.9220253813360444,0.006218898362927054,0.011306358785752988,0.06113219966070592,0.011162529738134658
ISIC_0033465,2,2,0.02453178205534879,0.004930387872558661,0.8512434116561012,0.0031958961166232342,0.015782471796044816,0.12577114491453797,0.0030675624662099927
ISIC_0029683,2,4,0.01921359951788208,0.011632046360492495,0.1857266935769405,0.012779697312028278,0.4466033142336651,0.2965793218949077,0.014926758616183599
ISIC_0033482,2,2,0.01586973131416192,0.004027644045156929,0.9562274281555404,0.0015245191847847075,0.011923785171976968,0.014904940469381203,0.004621180426986311
ISIC_0033201,2,2,0.015948381705574152,0.0035390809920417586,0.9532369776021392,0.0013402440140937457,0.011785333702393149,0.020121740678604467,0.004124130670131675
ISIC_0032514,2,4,0.011622626306352387,0.010083153413425333,0.006573576230056697,0.006590468962406992,0.8121866047581939,0.024835247810212572,0.001227725098401483
ISIC_0033691,2,5,0.005992440093485228,0.006478461764961295,0.18944430146752378,0.0024943836300116277,0.010944807820822473,0.9778814724551687,0.003210838727438937
ISIC_0033910,2,5,0.001998947921810447,0.06591277509437132,0.025793159455865303,0.002215400706800317,0.019389382194293144,1.1062570560923977,0.003232057833874822
ISIC_0032556,2,2,0.01971267508063853,0.012519532049600561,0.9085751321119583,0.011078931635328247,0.007154260199791218,0.0500875894470746,0.007795091249151719
ISIC_0033646,2,2,0.024840420932654622,0.0034564452994137133,0.950798368295864,0.007324783982150792,0.0042256383772460125,0.010617709970592967,0.0069268818952209574
ISIC_0033592,2,2,0.029829866929996104,0.003555620144047842,0.9466994753990436,0.008247952215696058,0.0032817459062657386,0.008044125383384332,0.007387097550676548
ISIC_0033899,2,2,0.028656147938030417,0.004503725550200719,0.9437599371563556,0.0063704089533021015,0.004821588282273817,0.010556576353530344,0.00871042320277192
ISIC_0032842,2,2,0.030604093867199943,0.018095058585945793,0.6294364890043931,0.012545790052090926,0.21125349547541664,0.0631770676890373,0.016929769722068232
ISIC_0032618,2,2,0.03249432252153961,0.011321710671374365,0.6997482578881171,0.007314363047703131,0.025708925777212337,0.2711640932689793,0.0061611108390775505
ISIC_0032513,2,2,0.03506206224368035,0.003885314844285878,0.9382705657901421,0.009877313537544641,0.0042473437495643895,0.006778972364361192,0.007712402687109231
ISIC_0033716,2,4,0.012648318374831666,0.010921181232368059,0.011087400222772473,0.009661050775261963,0.7639419810673654,0.0828964060983637,0.0015409670565755635
ISIC_0034011,2,2,0.008525961290724918,0.01273412437170642,0.9652569222770908,0.004125372378448201,0.003773444122763424,0.003550650083760138,0.011967968219371634
ISIC_0033613,2,2,0.006431169040683843,0.0024121587468753573,0.9551471833995931,0.011876380980714241,0.008087541101967827,0.010144843243506639,0.016031393042103517
ISIC_0032877,2,2,0.0369887121661195,0.003849031588025199,0.9366078721493858,0.009246250321320466,0.004234305373661245,0.007118851006884051,0.007515372562292525
ISIC_0034175,2,2,0.02749397369130678,0.003882452734372082,0.5992256058372735,0.005782756880720154,0.17131412883063976,0.20723063184436494,0.0017625476654276747
ISIC_0033523,2,2,0.026262489039158166,0.003946646716380827,0.9069885960578782,0.004537880433156621,0.0349840462189817,0.026692883572798823,0.002433607294601764
ISIC_0029929,2,2,0.03736439862717183,0.0036590638466165366,0.9340806332465911,0.009322231613860588,0.005239702212015167,0.007143034261468647,0.00845621648966159
ISIC_0032978,2,2,0.15687521106439944,0.006642283387827971,0.6926424658452037,0.030612270946129727,0.061933457654892714,0.008287229045012055,0.01914741481321434
ISIC_0033973,2,2,0.01956924315284849,0.003076468838410872,0.7353944670454624,0.0012306145407189179,0.013778968161278021,0.2842499021184789,0.002684058279251813
ISIC_0033761,2,5,0.01947349015197178,0.003338096227278834,0.36650341515057777,0.001395420530782286,0.012372875165775983,0.742750085823022,0.0026303631547568837
ISIC_0033505,2,2,0.02014243378658959,0.013435123174468615,0.9167320073032625,0.010109063014063288,0.007162024860101244,0.03964183620594051,0.007654081691546906
ISIC_0033280,2,5,0.008439853909982337,0.00012834235669688734,0.002852116730908228,8.965628948008993e-05,0.009900858261491952,1.2210407251455828,0.00012451323894771362
ISIC_0033212,2,5,0.023938629237776884,0.0019813043052346073,0.35740023374381774,0.0007677750946298652,0.011750417985184896,0.7522879325236471,0.0014670558570740492
ISIC_0033770,2,2,0.007247357368913462,0.0026186809116635875,0.9528546231361209,0.011535994576802468,0.006152907238216209,0.015004753073134943,0.015861890334281724
ISIC_0032829,2,2,0.007970903874468648,0.0033663673574411226,0.947016638006847,0.021005351449800546,0.003827620767345783,0.003970821164571807,0.022382681856309296
ISIC_0033601,2,2,0.020063959195293506,0.01338241657411744,0.9182231656202317,0.010059785765225406,0.006476167243821258,0.03953004795473884,0.007267092467309099
ISIC_0033284,2,2,0.02885563752304008,0.004937947711479033,0.9439297251937397,0.006234780572530067,0.006868452554163749,0.01036570616723966,0.005936053009935352
ISIC_0033908,2,2,0.029904099738673216,0.003850358415858069,0.9454332952692969,0.009187899770074427,0.0031800767589874176,0.007192673634859476,0.0081590386683354
ISIC_0033400,2,2,0.0278405289441219,0.005222186150450323,0.8678247981146714,0.004169350971964882,0.024852172276711847,0.08627162238858699,0.002693119956869496
ISIC_0033677,2,2,0.018404131915193623,0.003490576310104711,0.9347861151946856,0.0013680102453531857,0.011333073706852697,0.04111841465311927,0.0033414184109139557
ISIC_0033262,2,2,0.007879733772950039,0.0024659488511752235,0.9134217430868257,0.011051018997088212,0.009720276394459307,0.05401431495825386,0.019283119538374544
ISIC_0033437,2,2,0.02812649283213491,0.006042949681669366,0.7414612261910413,0.005906509591911835,0.17279341166655093,0.02306814393257722,0.003577449283287721
ISIC_0032688,2,2,0.020171052110084284,0.013464471700030201,0.9149048277355869,0.011217685166447815,0.006124838612528635,0.042744999915693076,0.0071000107928192195
ISIC_0033195,2,2,0.005911609135494726,0.001886154358343637,0.940175830984663,0.006806283169074626,0.008368823036965446,0.042544339631785576,0.010739905762035849
ISIC_0032553,2,2,0.005446210181684962,0.001911555106598159,0.9483596987383335,0.006316006477546204,0.008484406239054873,0.03424606452652043,0.010144123407121081
ISIC_0033252,2,5,0.009472380409582488,0.011693283550071843,0.1254068949608589,0.007313910561699346,0.0028206663870386033,1.0208858196216475,0.027259579238785123
ISIC_0032570,2,2,0.021117527678520435,0.003910467305459839,0.9563507624751022,0.007567394596656071,0.002591099414694388,0.010339418956684315,0.007197965712091369
